PubicSymphysis_cam1_X,PubicSymphysis_cam1_Y,PubicSymphysis_cam2_X,PubicSymphysis_cam2_Y,FemurRHead_cam1_X,FemurRHead_cam1_Y,FemurRHead_cam2_X,FemurRHead_cam2_Y,FemurRTrochanter_cam1_X,FemurRTrochanter_cam1_Y,FemurRTrochanter_cam2_X,FemurRTrochanter_cam2_Y,FemurRCondyles_cam1_X,FemurRCondyles_cam1_Y,FemurRCondyles_cam2_X,FemurRCondyles_cam2_Y,TibiaRP_cam1_X,TibiaRP_cam1_Y,TibiaRP_cam2_X,TibiaRP_cam2_Y,TibiaRHarp_cam1_X,TibiaRHarp_cam1_Y,TibiaRHarp_cam2_X,TibiaRHarp_cam2_Y,TibiaRD_cam1_X,TibiaRD_cam1_Y,TibiaRD_cam2_X,TibiaRD_cam2_Y,CalcaneusR_cam1_X,CalcaneusR_cam1_Y,CalcaneusR_cam2_X,CalcaneusR_cam2_Y,MetatarsalR_cam1_X,MetatarsalR_cam1_Y,MetatarsalR_cam2_X,MetatarsalR_cam2_Y,FemurLHead_cam1_X,FemurLHead_cam1_Y,FemurLHead_cam2_X,FemurLHead_cam2_Y,FemurLTrochanter_cam1_X,FemurLTrochanter_cam1_Y,FemurLTrochanter_cam2_X,FemurLTrochanter_cam2_Y,FemurLCondyles_cam1_X,FemurLCondyles_cam1_Y,FemurLCondyles_cam2_X,FemurLCondyles_cam2_Y,TibiaLP_cam1_X,TibiaLP_cam1_Y,TibiaLP_cam2_X,TibiaLP_cam2_Y,TibiaLHarp_cam1_X,TibiaLHarp_cam1_Y,TibiaLHarp_cam2_X,TibiaLHarp_cam2_Y,TibiaLD_cam1_X,TibiaLD_cam1_Y,TibiaLD_cam2_X,TibiaLD_cam2_Y,CalcaneusL_cam1_X,CalcaneusL_cam1_Y,CalcaneusL_cam2_X,CalcaneusL_cam2_Y,MetatarsalL_cam1_X,MetatarsalL_cam1_Y,MetatarsalL_cam2_X,MetatarsalL_cam2_Y
-1.1562471,-0.55008745,0.68682575,1.0154419,8.07099,-0.2612319,2.9776587,0.29929256,-0.5163703,5.33779,1.1468654,-0.044034004,0.8532746,894.1828,0.8163605,0.33231592,1.9710166,-3.3482232,-0.45050192,5.2337084,-7.504261,-1.3952079,-3.3218465,2.981413,-2.0461664,-0.33301783,1914.4554,0.058472157,0.19696689,-6.26085,-2.5676394,-1.0423074,-7.157427,0.6343932,-1.0141306,-1.7783575,8.114515,1.58863,1.6191034,-0.1460824,1.6956041,0.5254545,0.5663092,-2.5873842,2.4052753,893.1567,1.636333,1.3966916,-1.5485339,0.7971797,-1.4996176,-2.5044408,0.45238328,892.4937,-0.017098904,-0.29097176,0.24955225,-1.5629816,1913.4995,0.392318,-1.5335107,1.7464485,0.06917906,0.80927944,-1.9167061,0.36819077,-2.9619603,-0.08881903
1009.9294,307.29037,891.6354,344.3008,959.50696,261.00232,893.8108,298.2614,965.81696,253.53687,906.64325,298.42145,870.5712,303.1856,816.4156,328.0305,878.9528,313.7323,823.39185,337.47372,935.64606,371.40286,854.19025,403.91956,968.76117,406.28372,870.4541,441.04843,986.21234,401.8148,888.2793,439.80267,896.2862,430.01572,806.96765,456.57394,1008.8243,255.13274,858.05475,300.13068,1014.77814,246.06737,850.36145,295.97305,1009.6213,342.38382,815.378,386.28232,1021.9062,341.31445,826.8216,385.64554,1086.6823,316.53165,901.0709,367.18427,1114.282,312.09674,940.24255,363.45386,1113.8998,292.4002,937.3997,346.2011,1164.6068,378.72217,990.21655,425.80322
1006.126,311.08298,890.5958,353.0341,958.51044,270.33163,893.5856,305.18427,964.42004,261.37036,907.9659,305.43698,868.896,315.44684,818.196,338.65228,878.5586,324.8394,825.6384,348.70752,942.46625,374.21533,861.9103,408.43823,978.9228,403.36615,880.59314,440.03766,998.67096,399.33328,898.9155,438.5837,908.093,429.95193,818.4685,458.6684,1006.118,260.7033,857.9677,306.78436,1011.95544,249.7498,850.1897,302.17047,1002.1403,346.5521,804.88214,390.96024,1014.1858,343.3371,816.35657,390.1767,1073.5631,307.38727,882.5858,364.52087,1100.7745,296.31308,925.04395,343.37936,1101.9476,274.70813,926.71735,327.11987,1144.0293,378.0172,964.37146,414.09708
1005.38043,314.75195,889.784,352.03442,959.2619,274.17157,897.213,307.39282,963.5088,264.50696,909.42706,307.30496,869.77576,323.98074,825.6887,352.6861,881.1876,334.71973,834.0972,361.71835,950.17175,374.49338,871.5554,409.92206,990.8508,399.68616,892.70795,435.93042,1008.5937,394.804,909.89435,432.86615,920.05054,429.36584,838.2266,459.33798,1004.60754,264.76913,857.5925,308.32385,1012.4569,255.32773,851.26385,304.1333,993.08356,348.88815,798.2425,388.68106,1002.73694,345.8476,808.65015,388.29883,1065.6044,310.7483,871.2669,360.87857,1095.1337,293.99115,911.9585,341.696,1100.0359,272.5129,916.4344,328.33228,1101.8451,364.26547,919.3165,419.61252
1006.3367,316.88028,891.2923,351.32254,960.09235,274.09528,897.6327,308.76044,964.7235,264.07974,911.85297,309.118,877.1351,332.70087,830.0418,354.93048,889.87634,340.61612,839.2971,363.96738,958.84174,374.38443,878.9503,409.62955,1001.0697,393.84677,901.55334,432.08707,1019.07776,388.14062,920.04645,427.16132,933.2522,427.08405,847.4334,459.80225,1003.5381,265.29544,857.2543,311.19785,1011.72217,256.48102,850.2336,305.6865,979.6711,346.095,791.38873,383.77505,990.7195,346.7879,801.8056,384.11786,1058.736,318.24,864.6951,365.08597,1093.4086,301.81366,906.0103,351.2135,1104.1321,283.05798,915.4806,338.09872,1073.5486,372.37192,876.52234,417.3989
1006.70917,314.52576,889.7957,351.81677,961.6226,275.47632,896.9347,308.69562,966.03864,264.959,910.55566,308.50534,885.4536,334.62573,835.1826,364.2268,896.17883,341.89783,845.3029,371.24548,965.3355,371.088,886.64874,406.7248,1008.881,386.80243,912.5815,426.93533,1027.3582,377.3063,928.9579,421.23404,945.7556,426.71118,863.3112,458.5036,1002.9657,264.43152,855.7226,311.85126,1012.6092,256.6959,849.7053,306.08475,968.85626,341.09143,781.5737,376.989,981.2655,341.87463,793.6942,379.90448,1051.0197,323.56982,858.83075,367.79633,1087.202,310.72818,897.81506,357.28265,1104.3236,294.2192,907.4179,349.39456,1047.1486,371.66293,856.8094,411.71375
1006.70374,312.07568,889.01587,354.0699,966.0122,274.65396,897.3206,308.46027,969.6173,264.95987,911.5931,307.67834,889.0105,337.77673,842.35675,368.46265,900.39685,344.33298,851.59406,373.901,974.7026,367.38013,896.2318,404.81467,1021.3494,380.9159,920.7819,419.92072,1041.6099,369.63766,937.40063,412.48706,958.7967,423.54758,872.7968,459.55743,1003.0649,263.9627,854.3339,311.5284,1014.11554,257.45792,848.9101,305.6592,959.5778,331.26715,772.0719,367.26926,971.487,335.16333,784.64484,370.92157,1042.9393,323.88028,856.40894,368.89587,1081.2976,316.72873,889.95,365.24466,1098.813,305.33383,902.8628,357.98367,1038.6621,361.14783,840.8498,409.25098
1009.698,312.20947,889.52954,350.11832,968.22,273.15424,897.11786,305.72818,970.95044,263.0382,910.66364,303.07965,891.25885,340.77014,848.11127,368.59085,903.2486,347.17395,856.10156,374.43655,981.7343,365.02133,904.8173,401.56702,1025.1573,371.7036,927.5608,414.82983,1043.8127,360.3466,944.01245,405.86002,970.1245,425.43195,888.0287,458.7379,1003.339,261.79437,852.4896,308.85263,1015.2582,256.2235,847.7451,303.57068,948.48914,320.382,764.9557,354.56784,959.0271,324.83954,776.4221,360.4576,1034.0559,326.2396,845.13495,370.37946,1071.6205,326.2309,875.4427,375.66263,1092.2808,317.2608,890.244,369.06598,1027.046,362.33408,823.19244,405.3263
1011.76044,312.03775,890.17664,353.46136,967.8706,271.11102,898.15643,305.2698,970.56604,260.5834,911.1717,302.0535,896.8594,347.57938,853.35333,379.67584,910.4848,351.66992,863.1675,385.3623,988.31244,363.88583,911.2326,398.9135,1034.6826,364.91898,935.454,407.67844,1050.0288,354.49487,949.6093,398.2762,984.4357,425.48495,901.08997,458.6495,1001.88916,260.51746,849.86255,306.72586,1015.09344,257.23965,846.5398,300.86212,937.8616,308.616,760.30164,344.84595,947.7872,312.67233,772.1193,350.8247,1023.9765,331.99698,835.9821,373.3387,1059.7227,340.93256,864.47107,384.93622,1081.2212,337.06912,880.4138,381.43863,1001.3215,379.57153,808.0446,407.43048
1011.7242,312.35696,888.5315,354.08813,968.28107,273.20895,898.6976,304.69193,971.447,263.6403,911.0252,301.00034,900.8841,351.52042,863.4885,383.95953,916.4271,354.2435,873.11127,386.94385,991.4731,361.60242,920.22235,398.63535,1039.8079,359.65024,941.87775,402.60492,1056.7809,347.90854,954.6376,390.3319,996.5411,425.0691,913.8884,458.54318,998.9628,258.7685,847.21454,305.97778,1011.403,256.20837,844.634,299.51685,926.381,293.0556,756.91125,330.4478,936.1572,301.81223,768.5552,338.78226,1010.2104,338.75653,822.0495,379.1502,1040.1294,356.20016,845.7363,399.21692,1058.105,350.93423,865.41895,398.63452,998.06866,423.70114,787.9523,408.2238
