PubicSymphysis_X,PubicSymphysis_Y,PubicSymphysis_Z,FemurRHead_X,FemurRHead_Y,FemurRHead_Z,FemurRTrochanter_X,FemurRTrochanter_Y,FemurRTrochanter_Z,FemurRCondyles_X,FemurRCondyles_Y,FemurRCondyles_Z,TibiaRP_X,TibiaRP_Y,TibiaRP_Z,TibiaRHarp_X,TibiaRHarp_Y,TibiaRHarp_Z,TibiaRD_X,TibiaRD_Y,TibiaRD_Z,CalcaneusR_X,CalcaneusR_Y,CalcaneusR_Z,MetatarsalR_X,MetatarsalR_Y,MetatarsalR_Z,FemurLHead_X,FemurLHead_Y,FemurLHead_Z,FemurLTrochanter_X,FemurLTrochanter_Y,FemurLTrochanter_Z,FemurLCondyles_X,FemurLCondyles_Y,FemurLCondyles_Z,TibiaLP_X,TibiaLP_Y,TibiaLP_Z,TibiaLHarp_X,TibiaLHarp_Y,TibiaLHarp_Z,TibiaLD_X,TibiaLD_Y,TibiaLD_Z,CalcaneusL_X,CalcaneusL_Y,CalcaneusL_Z,MetatarsalL_X,MetatarsalL_Y,MetatarsalL_Z
7.45487216443,9.58613960298,3.43661172162,6.29062149382,10.8615935725,3.46172226453,6.14373378014,11.0500649389,3.22240531076,5.23050315992,8.749984193,4.47487165073,5.16556987647,8.68775991083,4.14651706496,6.02165306499,8.42442149922,2.21102380298,6.61341058459,8.30084300714,1.17516547358,6.67556630892,8.75052325486,0.94905404386,5.94733567948,6.51566613196,1.35545199609,7.83429670097,10.9577822667,4.08526736334,8.00717434404,11.0933679091,3.99193548688,7.95291739069,10.9650594377,6.67767900793,8.00167097178,10.6126321727,6.4858464241,8.03527848322,8.73364469639,5.70592607663,8.22793073403,7.8398612353,5.33189149066,8.35093507046,7.63545919081,4.75158805392,7.9352011586,8.17162615289,7.22295710865
7.42074449633,9.69207654088,3.82621056876,6.24929976929,10.9033086966,3.79876463438,6.04690460595,11.1281185187,3.61459961634,5.23714989599,8.73832287404,4.44863121601,5.0694588366,8.70976553187,4.22539148457,6.09080171003,8.4318299326,2.22094417731,6.64918445222,8.31166099795,1.21427374422,6.73386240788,8.77496574698,1.03822048058,5.97156895853,6.53725326085,1.02642685121,7.86385402947,11.0058756591,4.42399668815,7.99249598141,11.1294377643,4.33868244184,7.9783542242,11.0651569591,6.98762732417,7.94143283499,10.7044491983,6.86788362798,7.87423692091,8.7136195015,6.5528403159,8.1064142233,7.73054898183,6.34567574753,8.21156665244,7.50904634117,5.77598383429,7.74254255366,8.04491520059,8.31158731085
7.30927262116,9.76816081743,4.16898078319,6.17363195507,10.9344215303,4.0644531008,6.00982815645,11.1961905826,3.91497742867,5.1438359217,8.7846651243,4.55407695311,4.92536349668,8.73657154992,4.33250804774,6.07325037964,8.45141739639,2.24099273787,6.56213107954,8.30308034338,1.32683561114,6.68194566359,8.7723899635,1.13031210393,6.00809726239,6.62438532774,0.677536350381,7.86554591557,10.9913138296,4.71232676205,8.02018228991,11.1135314848,4.62814238548,7.8647504695,10.9931506121,7.38091629396,7.82917445254,10.6217751714,7.27552253462,7.80595957706,8.6281243636,7.13317358533,7.97951649205,7.63140614376,7.00538466112,8.00591211329,7.45207131483,6.54309028211,7.60893653996,7.59805952973,8.9753526059
7.39171455728,9.79318506755,4.46601112975,6.25383637797,11.0365482111,4.43548728455,6.03895137192,11.2436176893,4.25491078841,5.09442751202,8.80131042587,4.5024191004,4.85273451547,8.80959785825,4.2952919454,6.03005882467,8.46253342561,2.27685542399,6.43905937074,8.25470070167,1.33333418769,6.50629719938,8.80303597721,1.18413285036,6.05719873366,6.67693654106,0.345882345284,7.85638284118,10.9732825063,5.00648285481,8.07077656193,11.0916815049,4.86934395653,7.8578089627,10.771921147,7.69577727424,7.79330701325,10.4192329384,7.57031067287,7.79064829993,8.53081226515,7.35980406897,7.74718898091,7.35662160752,7.25630810165,7.79530311957,7.27685575924,6.75969874342,7.47184446886,6.97085854647,9.2375002722
7.30538026436,9.76535951827,4.70790736871,6.17539128292,10.9767679397,4.72014257222,5.97862251819,11.2161657132,4.53516043732,4.99854476719,8.81267730373,4.5362594451,4.78382196317,8.8836653213,4.23278130252,5.90316372118,8.46912909788,2.38932313243,6.34988729198,8.27907778929,1.46327420071,6.38545191093,8.78887923282,1.35891123629,6.22905328965,6.79667577635,0.0885716815777,7.96143689174,10.898325943,5.32350314464,8.18877412247,11.0294887658,5.22475606867,7.8700146517,10.4664988564,7.86809239486,7.79116262838,10.1311542569,7.70626470665,7.59850102399,8.20919072431,7.41497349671,7.63543156678,7.08161058343,7.05210385174,7.68294107582,7.11494822586,6.5159527851,7.27355658074,6.4147016417,9.0401268658
7.24655131637,9.64508833955,4.89723952217,6.20406957516,10.8721181044,5.02923923362,6.05699631725,11.1393855295,4.8579609423,4.87340450739,8.76454245103,4.80480672266,4.59329807626,8.7668058866,4.56286747581,5.90787462767,8.53326611431,2.74184099916,6.17625237516,8.44310270017,1.72460455837,6.16581923717,8.9479883076,1.70158527874,6.2341084847,7.0838100511,0.193596613738,7.88310172428,10.7675030034,5.56218810067,8.13870592323,10.8686934786,5.45185558131,7.82681560369,10.1752625118,8.02002196776,7.68877639073,9.87114367773,7.86722618133,7.58652651769,8.03485032678,7.2689531356,7.52822252375,6.97862885586,6.7306062171,7.51926339691,7.03394003886,6.18452644254,7.22532983897,6.40626832406,8.57400683373
7.23541070812,9.49373752233,5.11551387704,6.1910645089,10.7474034819,5.24876726492,6.05482020856,11.0320081001,5.09402603985,4.79388187843,8.74290987659,5.41910242982,4.71384845322,8.78285047183,5.03712013953,5.74851074621,8.93318623015,3.29225730832,5.95836382297,9.02540514712,2.39604695964,6.14889404275,9.44894844203,2.25230477951,5.87191684308,7.41795859666,0.912067046196,7.94014000502,10.6256066533,5.71079685125,8.22400901579,10.7028705422,5.63379665033,7.81073620138,9.9028649412,8.17057239027,7.73217269028,9.59329952386,7.94870500264,7.63072809874,7.91591375881,6.94776928036,7.48092301425,7.0226507393,6.42390515164,7.56770071081,7.04021830259,5.84123394784,7.37257223231,6.43077002607,8.29540876071
7.12102404151,9.44312364812,5.31986436012,6.13868354265,10.6722050659,5.46935795457,6.00489675108,10.9359682861,5.30407432295,4.71999586492,8.7946477956,6.21800975133,4.6314101271,8.8082561779,5.88525310897,5.6772279873,9.07221487545,4.02703362312,5.83279701635,9.2865505232,2.97379707848,6.04186543004,9.74525048613,2.83584555325,5.56153664735,7.499947183,2.25729865855,7.88901152541,10.5368687597,5.85555344176,8.18710960123,10.6127028685,5.76024443578,7.76228670345,9.59230064579,8.2888044443,7.70437499782,9.33350912751,8.02909765033,7.6780228094,7.86443063373,6.76672424841,7.52386508923,7.07239631,6.04317672752,7.63515057331,7.13152351584,5.49745242895,7.30689554594,6.41737517223,7.88136828813
7.06902533682,9.35078222454,5.43493251628,6.02805531571,10.6250986967,5.67479360068,5.90915604551,10.8507628288,5.45452176896,4.84112530217,8.92927705441,6.73405659195,4.83765268742,8.94194600088,6.39424580655,5.6172257874,9.07752568933,4.58526164689,5.76216944067,9.26343290265,3.50851260388,5.87477719256,9.68024514035,3.2919187405,5.24521965442,7.54888361448,3.85541210707,7.84444978109,10.5276443928,6.01344036502,8.16531114524,10.6017972281,5.93034877078,7.77443151569,9.34099959263,8.3053314372,7.65740768302,9.12861323809,8.01467359454,7.63118923599,7.86004621002,6.58936192634,7.49217163204,7.19508880283,5.73152769726,7.6385216101,7.3094694112,5.1437715385,7.32537928917,6.41105522063,7.44874629775
6.93019472477,9.46599851758,5.73700326359,5.96963552656,10.6613009174,5.88397839331,5.79202688485,10.8477526621,5.62358325605,4.67522964494,9.14841228587,7.31061218854,4.69577433169,9.11161682865,6.9893776646,5.32771088258,8.94096295041,5.04973947235,5.65154755339,8.8631601186,4.06232458915,5.68492930631,9.10709035192,3.65095184589,5.15454136344,7.68986762104,5.21778564725,7.73980568944,10.5261425796,6.20133512544,8.08341128291,10.6127490469,6.12552453993,7.70745324588,9.17094722267,8.35149203532,7.59093383224,8.94013332912,8.05877853199,7.61044042693,7.8868171579,6.36234370358,7.48923135557,7.3803793868,5.48442815122,7.66235518422,7.56836548213,4.93901818852,7.3006466632,6.4220584351,7.13433993616
