PubicSymphysis_cam1_X,PubicSymphysis_cam1_Y,PubicSymphysis_cam2_X,PubicSymphysis_cam2_Y,FemurRHead_cam1_X,FemurRHead_cam1_Y,FemurRHead_cam2_X,FemurRHead_cam2_Y,FemurRTrochanter_cam1_X,FemurRTrochanter_cam1_Y,FemurRTrochanter_cam2_X,FemurRTrochanter_cam2_Y,FemurRCondyles_cam1_X,FemurRCondyles_cam1_Y,FemurRCondyles_cam2_X,FemurRCondyles_cam2_Y,TibiaRP_cam1_X,TibiaRP_cam1_Y,TibiaRP_cam2_X,TibiaRP_cam2_Y,TibiaRHarp_cam1_X,TibiaRHarp_cam1_Y,TibiaRHarp_cam2_X,TibiaRHarp_cam2_Y,TibiaRD_cam1_X,TibiaRD_cam1_Y,TibiaRD_cam2_X,TibiaRD_cam2_Y,CalcaneusR_cam1_X,CalcaneusR_cam1_Y,CalcaneusR_cam2_X,CalcaneusR_cam2_Y,MetatarsalR_cam1_X,MetatarsalR_cam1_Y,MetatarsalR_cam2_X,MetatarsalR_cam2_Y,FemurLHead_cam1_X,FemurLHead_cam1_Y,FemurLHead_cam2_X,FemurLHead_cam2_Y,FemurLTrochanter_cam1_X,FemurLTrochanter_cam1_Y,FemurLTrochanter_cam2_X,FemurLTrochanter_cam2_Y,FemurLCondyles_cam1_X,FemurLCondyles_cam1_Y,FemurLCondyles_cam2_X,FemurLCondyles_cam2_Y,TibiaLP_cam1_X,TibiaLP_cam1_Y,TibiaLP_cam2_X,TibiaLP_cam2_Y,TibiaLHarp_cam1_X,TibiaLHarp_cam1_Y,TibiaLHarp_cam2_X,TibiaLHarp_cam2_Y,TibiaLD_cam1_X,TibiaLD_cam1_Y,TibiaLD_cam2_X,TibiaLD_cam2_Y,CalcaneusL_cam1_X,CalcaneusL_cam1_Y,CalcaneusL_cam2_X,CalcaneusL_cam2_Y,MetatarsalL_cam1_X,MetatarsalL_cam1_Y,MetatarsalL_cam2_X,MetatarsalL_cam2_Y
1106.6902,286.28632,1028.2198,331.19775,1074.672,228.54062,1056.2769,286.03476,1079.6813,220.83292,1067.964,277.29498,994.58655,233.96078,1044.163,370.38138,1002.91833,244.74892,1056.5172,373.1761,1121.6521,333.0545,1099.8846,386.23685,1175.625,334.4839,1119.6511,389.89664,1184.6536,313.84225,1126.3746,371.88074,1158.9601,415.80475,1126.7451,461.90564,1088.1294,223.70547,1000.03143,277.9841,1095.4143,218.09227,999.33997,271.04642,997.6071,230.0789,910.7312,275.35764,1006.50977,244.21783,915.8328,290.67883,1048.2521,326.19815,939.1181,368.89447,1061.1542,359.06982,945.9473,402.98575,1085.2589,364.11404,962.0464,413.25195,1157.3254,413.11398,881.07635,446.36047
1091.0773,279.66675,1016.2973,330.13388,1061.1167,228.0548,1046.102,283.88428,1062.5536,218.65381,1057.3574,274.15497,982.4817,229.67836,1044.88,369.5986,989.1558,244.6577,1056.1808,373.10178,1122.8494,331.7614,1097.9438,386.6733,1174.9271,333.85587,1117.5363,389.5378,1182.4312,311.40375,1122.083,372.3471,1172.1361,414.43768,1137.0085,460.8815,1076.2147,221.87645,988.2532,276.36276,1082.193,217.39938,988.2975,269.50204,987.01215,226.32253,899.67145,270.92242,991.4309,241.32715,904.32477,286.56564,1020.18945,323.9465,914.35925,367.5326,1023.32745,368.6801,914.7605,404.20502,1046.324,375.08868,931.11444,414.6943,1170.611,411.34094,856.49585,393.85892
1075.661,276.47916,1007.6992,328.23505,1049.4855,227.49428,1039.0494,282.74704,1050.4059,216.2606,1048.3141,271.61597,968.63135,236.85399,1043.6013,370.0347,972.3844,249.2898,1056.0421,373.04608,1121.573,330.2883,1097.7358,386.71335,996.3557,372.32593,1115.897,389.6905,1177.6172,312.52243,1120.2869,371.86603,1186.2097,410.53348,1147.7782,456.7089,1065.7795,224.49448,978.63916,275.51688,1072.3188,220.55573,978.0815,268.11008,970.8976,231.17902,888.73724,273.0912,974.8611,246.34595,892.89386,289.5029,1123.0248,331.34772,896.19464,370.42993,997.83936,373.95532,895.2723,408.4987,1177.0162,310.8901,909.97034,417.54968,921.7619,375.40573,835.98004,414.0428
1066.7715,276.6659,996.09686,326.1283,1037.8529,228.7488,1025.0001,272.97675,1038.7386,218.92296,1036.3771,265.31467,1015.01404,329.3121,1046.5326,367.28354,1030.8873,329.23438,1059.1222,369.45316,1119.1909,330.40842,1097.5908,385.90463,983.7049,383.98682,1118.5353,390.26694,1003.26697,384.87997,1122.757,371.93655,1200.0509,405.27155,1157.6848,456.94867,1054.8995,225.57253,969.0153,276.69412,1064.6832,220.83281,968.85144,270.07056,960.47754,241.19296,877.9155,282.16504,964.36743,254.88982,883.45526,298.55188,978.0211,335.23114,888.72815,375.00723,1169.1072,332.89816,891.6036,418.46387,1171.2865,311.42896,907.1604,423.60703,912.2443,406.69632,828.94684,434.99615
1056.1187,279.2372,990.03,326.7761,1025.7322,230.99207,1017.2088,276.90103,1027.172,221.48018,1028.3574,265.99768,1011.64404,331.13116,1047.7142,364.9431,1026.3442,328.33868,1062.9792,365.03757,1111.943,330.79282,1096.8999,385.82764,988.0462,396.2108,1116.4209,389.99002,1008.47125,393.23544,1119.8558,372.33395,1214.0187,399.96744,1162.1973,450.6837,1046.0803,228.65057,955.93756,280.30984,1054.7711,225.08528,954.24164,271.3837,955.6607,252.99753,871.50775,296.34372,960.36084,264.70352,878.64996,313.2368,1115.5898,331.29214,890.7674,385.6272,1162.7943,332.60638,900.6238,429.1181,1162.3901,312.77573,917.6354,430.46173,916.2367,428.53482,839.4249,459.80923
1048.2678,284.8214,984.93225,331.9611,1015.69403,238.18356,1006.10944,279.18573,1017.62585,226.7354,1015.62506,267.76553,999.25006,333.62823,1041.5977,367.7095,951.4894,285.47134,1056.2811,368.5339,983.2581,358.77353,1085.2932,381.62085,996.4196,401.12177,1112.2197,385.34598,1016.8858,396.58426,1114.0626,365.2294,931.85016,428.60013,1159.048,437.6209,1035.9596,234.09473,949.59076,286.8241,1045.8455,232.62033,947.60535,278.21445,950.49524,267.33334,867.0018,306.73016,953.58234,279.97836,875.1481,320.1014,1101.3425,325.0654,895.7795,391.39825,1140.0746,328.21304,913.6984,435.14548,1017.9197,398.3884,932.3238,434.77597,931.0399,428.6445,1164.1283,439.15582
1040.6259,291.50775,977.7433,338.4462,1007.86334,243.45601,998.91626,285.15103,1009.37366,231.55833,1007.6069,272.7796,975.4448,333.5593,1022.82275,371.3255,986.98224,331.46634,1037.5597,369.7218,1073.3788,313.30075,1071.537,367.0901,1111.3485,306.84448,1096.2648,362.68472,1030.4622,394.6022,1097.1941,342.9585,945.28986,427.05936,1144.6176,425.80005,1032.3938,241.04045,943.1862,291.86713,1041.7859,240.63739,939.4383,284.20227,945.9765,280.39883,861.9175,316.60843,952.8126,292.71844,871.08954,330.3359,990.796,362.05545,905.45013,399.05365,1008.714,399.1404,925.13275,435.46667,1030.9248,395.7542,942.7032,436.2179,943.87524,427.55997,862.9851,458.08148
1030.8602,294.61536,973.4893,340.47745,998.92126,246.34183,992.6528,289.37524,1000.8908,235.32755,1001.5918,277.97244,945.34766,333.07294,997.85706,368.98114,954.8714,331.60095,1011.1297,369.2673,1044.488,309.36346,1049.0764,361.1625,1022.5892,396.44427,1080.6267,349.91037,1043.6139,391.3801,1081.0099,329.75626,956.34576,426.66025,876.053,458.55548,1026.2906,245.332,939.42755,295.52982,1036.6511,244.98476,935.9694,287.8464,941.8682,293.62903,858.62415,329.60986,950.196,302.47766,868.69653,342.42242,998.3824,364.50488,910.41943,400.33643,1022.7902,395.89676,937.0066,433.93616,1044.3073,392.3562,952.75183,431.2075,956.5454,427.2205,878.6612,459.45932
1025.9453,300.27176,970.72363,342.90482,989.17487,249.51726,988.263,291.03516,993.464,238.91586,998.66394,282.4135,929.5279,326.01715,977.7659,365.09686,941.32214,325.3457,989.3776,364.14743,1023.0338,311.21243,1031.9456,360.2607,1064.8234,300.4736,1064.5662,352.4301,1074.1826,280.99884,1069.7314,335.75995,1045.9708,378.8327,1062.5221,420.78323,1019.6744,245.99089,935.1573,296.11047,1030.0808,245.42194,930.77185,288.7147,942.2212,301.0881,857.56134,343.15622,950.18005,309.35645,870.0735,352.85178,1003.3843,362.92612,917.42645,402.41614,1032.5369,390.09973,948.29443,429.41714,1056.3054,385.3079,964.65283,423.09967,971.8379,426.5496,893.01764,459.98392
1011.56665,294.4881,963.9509,340.34253,980.2916,249.16695,982.6183,288.90323,984.65906,239.54388,995.7098,282.8425,904.9054,321.1125,962.3401,353.07913,916.749,322.63242,972.74725,354.0403,1000.2352,319.78125,1023.0076,365.38965,1043.5203,322.01782,1048.1901,365.95044,1058.5135,311.63702,1061.4486,354.78284,994.50244,372.98584,1019.62976,418.0831,1010.65607,247.16486,931.23114,295.79462,1021.1968,245.027,926.0972,288.8621,939.93164,311.87747,857.27264,346.64108,947.92584,319.44492,869.82086,358.60092,1010.6876,360.86676,925.56006,402.14148,1040.5205,382.2183,956.84467,421.7525,1063.1364,372.67047,971.2475,414.07605,982.0608,425.56482,904.2746,459.9051
